ID,P09923,P05186,P05187,P10696,A0A2R8YDJ8|1,A0A2R8YDJ8|2,O60729|1,O60729|2,Q16667,P28562,Q05923,Q13115,Q16690,Q9Y6W6,O75319,Q9UNI6,Q6FI36,Q8NEJ0,Q9H596,Q4G0W2,Q9H1R2,Q9NRW4,Q8WTR2,Q9BVJ7,Q68J44,Q9UII6,Q9BV47,Q5VZP5,P51452,Q16828,Q16829,Q99956,Q9BY84,Q13202,O95278,Q93096,Q12974,O75365,A2A3K4,Q8WUK0,O60942,Q8WYL5,Q76I76,Q8TE77,Q8WUJ0,Q9Y6J8,Q13496,Q13613,Q13614,Q9NXD2,A4FU01,Q9C0I1,Q8NCE2,Q13615,Q9NYA4,O95248,Q86WG5,Q9Y217,Q9Y216,Q96EF0,Q96QG7,Q9ULE6|1,Q9ULE6|2,O75061,O14976,P60484,Q9HBL0,Q63HR2,Q68CZ2,P56180,Q6XPS3,P18031,P17706,Q05209,Q99952,Q9Y2R2,Q12923,Q4JDL3,Q15678,Q16825,Q9H3S7,P26045,P29074,P54829,P35236,Q15256,Q06124,Q53XS4,Q6IQ43,P18433|1,P18433|2,P23469|1,P23469|2,P23467,Q9HD43,Q12913,Q16827,A0A087WZU1,P08575|1,P08575|2,Q2HXI4|1,Q2HXI4|2,P10586|1,P10586|2,Q13332|1,Q13332|2,P23470|1,P23470|2,P23471|1,P23471|2,Q5TG12|1,Q5TG12|2,P28827|1,P28827|2,O14522|1,O14522|2,Q92729|1,Q92729|2,Q16849,Q92932,Q92562,Q9Y2H2,Q9NTJ5,O43426,O15056,P24666,Q9NP77,P30304,P30305,P30307,Q99502,O00167,Q99504,A0A0S2Z3Q2,Q05D32,O95476,Q9Y5B0,Q9GZU7,O14595,O15194,Q3ZCQ8,Q8WVY7,Q9BXW7,Q9H0R4,Q9H008,Q96GD0,A6NDG6,P16118,O60825,Q16875,Q16877,P07738,Q6FHU2,P15259,Q8N0Y7,Q96HS1,P57075,Q8TF42,Q9NQ88,P11117,P15309,Q9BZG2,Q9NPH0,Q9UNW1,B7WPL9,A0A087WZV0,Q8TE99,Q9NRX4,Q9H0C8,Q9P0J1,Q9P2J9,O60346,Q6ZVD8,A8MPX8,P35813,O75688,Q8N819,O15297,Q8WY54,P49593,O15355,Q9ULR3,Q5JR12,Q96MI6,Q8N3J5,Q5SGD2,Q8NI37,Q15750,P13686,Q6ZNF0,P62136,P62140,P36873,P67775,P62714,Q08209,P16298,P48454,P60510,P53041,O00743,O14829,O14830,Q8IXW5
Q9UNW1,0.10913,0.11871,0.13139,0.13738,0.11258,0.14009,0.13678,0.11592,0.10746,0.10829,0.10451,0.11376,0.10856,0.12321,0.10801,0.11309,0.13012,0.11262,0.10844,0.13647,0.13646,0.11248,0.10725,0.12378,0.11995,0.10635,0.12035,0.10581,0.10389,0.10158,0.11119,0.12768,0.12877,0.11552,0.11323,0.11829,0.11686,0.11684,0.11475,0.14798,0.12762,0.11311,0.117,0.11239,0.11584,0.1152,0.10594,0.11336,0.14007,0.11738,0.10896,0.11662,0.11313,0.1309,0.12631,0.12768,0.111,0.12506,0.10281,0.11776,0.10546,0.11541,0.09632,0.11949,0.11975,0.10897,0.12597,0.1255,0.11664,0.1275,0.12284,0.11657,0.11201,0.12441,0.12613,0.11939,0.10389,0.10517,0.11493,0.10535,0.10558,0.12734,0.12096,0.11446,0.1285,0.12867,0.12617,0.10813,0.15348,0.12564,0.11986,0.11775,0.12932,0.12656,0.13613,0.12588,0.12276,0.11651,0.11047,0.11502,0.12411,0.11179,0.11468,0.10901,0.11453,0.10996,0.10238,0.11833,0.10729,0.10661,0.11971,0.10577,0.10367,0.10481,0.11662,0.10962,0.10106,0.10635,0.11265,0.10233,0.11636,0.11635,0.11753,0.11459,0.1256,0.10099,0.11861,0.11311,0.10721,0.12316,0.1413,0.13092,0.12956,0.11077,0.11709,0.12467,0.1164,0.11979,0.13397,0.13488,0.12232,0.11432,0.10093,0.10849,0.11085,0.12446,0.10917,0.10309,0.11416,0.14073,0.10218,0.14168,0.14199,0.12577,0.12778,0.11001,0.1395,0.12881,0.10683,0.14215,0.12184,0.1077,0.10318,1.0,0.10466,0.11664,0.10912,0.11693,0.11301,0.12553,0.12097,0.11956,0.13161,0.11412,0.12638,0.11925,0.11591,0.1124,0.13663,0.132,0.10943,0.12265,0.1121,0.14395,0.11048,0.10254,0.10551,0.11934,0.11845,0.11773,0.11956,0.11793,0.13588,0.12029,0.11465,0.1059,0.11241,0.11528,0.10525,0.10616,0.11091,0.10589,0.11812,0.1135
B7WPL9,0.10895,0.09928,0.105,0.10974,0.11689,0.11102,0.11263,0.10933,0.11156,0.11598,0.1185,0.12237,0.11435,0.11366,0.10085,0.09737,0.1317,0.11017,0.11711,0.11539,0.12706,0.12723,0.12032,0.09893,0.11921,0.13075,0.11635,0.10336,0.10732,0.12224,0.11662,0.11099,0.13046,0.10952,0.10911,0.12975,0.14305,0.12655,0.10922,0.11519,0.12471,0.13586,0.13782,0.15656,0.10407,0.1479,0.11419,0.10797,0.11351,0.12443,0.11655,0.10168,0.1411,0.1017,0.10853,0.11312,0.10824,0.11195,0.10077,0.11147,0.10448,0.11669,0.12388,0.10045,0.12952,0.11326,0.11834,0.12799,0.10263,0.14913,0.12701,0.12419,0.10822,0.108,0.10264,0.12459,0.10192,0.11238,0.10478,0.12395,0.11441,0.11078,0.11433,0.11781,0.10069,0.12952,0.1223,0.12113,0.13059,0.11238,0.14137,0.10582,0.1047,0.1074,0.11424,0.11201,0.12279,0.10497,0.11309,0.11472,0.11216,0.1197,0.12391,0.12145,0.13136,0.12091,0.12666,0.11357,0.11092,0.11125,0.10827,0.10768,0.12945,0.09961,0.10803,0.11053,0.10852,0.11905,0.10415,0.11687,0.11021,0.11663,0.10527,0.12121,0.11454,0.10624,0.10198,0.113,0.11552,0.12873,0.11774,0.09545,0.11677,0.11527,0.12111,0.10139,0.1245,0.10817,0.0987,0.11029,0.11386,0.10084,0.12061,0.12818,0.12794,0.12219,0.13398,0.11434,0.09994,0.10815,0.11265,0.10579,0.11778,0.11398,0.10138,0.10446,0.13431,0.11648,0.11496,0.11167,0.11587,0.11361,0.15831,0.10466,1.0,0.51195,0.11934,0.11596,0.11068,0.12176,0.10338,0.11005,0.11732,0.1171,0.13524,0.11051,0.12435,0.10191,0.10108,0.11798,0.12706,0.11157,0.12612,0.12051,0.10336,0.11254,0.12858,0.10366,0.11466,0.105,0.1024,0.10828,0.11546,0.103,0.11853,0.11198,0.1195,0.10497,0.12074,0.11681,0.11008,0.10774,0.12497,0.11523
A0A087WZV0,0.11433,0.10128,0.12386,0.1235,0.11999,0.12023,0.11375,0.11448,0.10199,0.12519,0.12451,0.14149,0.1083,0.10575,0.11732,0.10797,0.09987,0.11879,0.11904,0.12134,0.11782,0.11628,0.11412,0.10768,0.09929,0.12546,0.11197,0.12152,0.10812,0.11707,0.10961,0.11992,0.1164,0.12268,0.10995,0.13122,0.12196,0.12985,0.12311,0.12214,0.1195,0.15192,0.15011,0.13415,0.11955,0.10691,0.11668,0.12987,0.1189,0.11197,0.10713,0.10531,0.11812,0.11926,0.11689,0.12293,0.12223,0.11241,0.12735,0.11109,0.1096,0.12209,0.11978,0.09596,0.1245,0.12011,0.11604,0.1119,0.10736,0.10548,0.10821,0.11209,0.12605,0.12055,0.10133,0.11527,0.10667,0.115,0.10971,0.09916,0.11334,0.14061,0.10533,0.12866,0.11226,0.11022,0.12283,0.10875,0.10679,0.10321,0.10365,0.12709,0.10124,0.11424,0.12407,0.10799,0.12009,0.12521,0.11433,0.10278,0.09517,0.11126,0.12128,0.10091,0.10085,0.11677,0.10962,0.12428,0.10315,0.10522,0.10647,0.1155,0.125,0.10419,0.10857,0.11039,0.10886,0.12337,0.11239,0.10515,0.10979,0.10408,0.0996,0.12233,0.11394,0.10732,0.11653,0.10845,0.11613,0.11999,0.12477,0.11142,0.10462,0.11971,0.13197,0.11728,0.11083,0.12421,0.11322,0.1121,0.13315,0.10741,0.11528,0.12013,0.11474,0.10262,0.10952,0.11692,0.11481,0.10826,0.12934,0.11826,0.12802,0.12196,0.14068,0.10641,0.11585,0.11009,0.10539,0.11355,0.10335,0.11741,0.12654,0.11664,0.51195,1.0,0.1149,0.11519,0.11375,0.09759,0.13154,0.11889,0.1077,0.10723,0.12947,0.12673,0.10293,0.13842,0.10932,0.1169,0.11329,0.12661,0.10725,0.12245,0.13468,0.11474,0.10887,0.1144,0.11361,0.11554,0.12311,0.11128,0.12689,0.11065,0.11052,0.10729,0.11981,0.10416,0.1015,0.11605,0.12429,0.13006,0.11104,0.11256
Q8TE99,0.11314,0.12386,0.11841,0.10609,0.11569,0.12145,0.12187,0.13226,0.1249,0.11828,0.1085,0.11556,0.12399,0.10073,0.11258,0.1132,0.11105,0.11699,0.11252,0.12506,0.11489,0.11259,0.13333,0.10556,0.14035,0.13805,0.13134,0.11007,0.11039,0.12542,0.12416,0.12601,0.14015,0.10327,0.12477,0.11148,0.11591,0.11846,0.11233,0.11382,0.15591,0.11857,0.09873,0.13296,0.11792,0.12037,0.12297,0.12199,0.10681,0.12178,0.12043,0.11459,0.11077,0.1146,0.10895,0.10434,0.12972,0.11311,0.12156,0.10262,0.10517,0.11261,0.13265,0.12797,0.12652,0.11675,0.1193,0.10928,0.11039,0.11231,0.11063,0.11193,0.13594,0.12762,0.12051,0.13308,0.10703,0.11233,0.12971,0.12322,0.10527,0.13825,0.11925,0.12105,0.1253,0.1257,0.10589,0.11958,0.10901,0.1195,0.13817,0.10331,0.12355,0.10808,0.10582,0.10776,0.12142,0.1082,0.09037,0.11055,0.12562,0.12088,0.12229,0.12402,0.13366,0.1294,0.09716,0.10999,0.09725,0.11214,0.10455,0.10897,0.12496,0.10504,0.14381,0.10358,0.1046,0.12684,0.1038,0.10349,0.10837,0.12586,0.10416,0.1075,0.11586,0.10966,0.106,0.12944,0.11516,0.09959,0.10694,0.11376,0.11251,0.10747,0.11074,0.12658,0.11562,0.11275,0.12391,0.12035,0.12295,0.13371,0.10797,0.11451,0.11869,0.11571,0.11801,0.11278,0.10277,0.12393,0.09964,0.13144,0.12035,0.10684,0.12096,0.10634,0.11112,0.12841,0.12137,0.10703,0.13254,0.12283,0.11678,0.10912,0.11934,0.1149,1.0,0.12206,0.13155,0.12426,0.10513,0.11448,0.11769,0.10533,0.1452,0.12109,0.11804,0.13176,0.12613,0.11559,0.11119,0.11573,0.1168,0.11776,0.12955,0.12584,0.12613,0.09963,0.09994,0.13022,0.09951,0.09297,0.09545,0.11087,0.12346,0.10372,0.10772,0.10624,0.11485,0.11073,0.10721,0.10694,0.11958,0.12589
Q9NRX4,0.11111,0.10043,0.13035,0.13026,0.20576,0.15768,0.14334,0.13436,0.14458,0.13975,0.16063,0.19254,0.16927,0.16236,0.14502,0.19733,0.12822,0.15988,0.15711,0.16947,0.13257,0.14713,0.13623,0.17247,0.1288,0.14151,0.13911,0.14291,0.17682,0.14505,0.18268,0.15351,0.19067,0.15412,0.15641,0.16267,0.14495,0.13472,0.14683,0.16765,0.13583,0.16066,0.15381,0.1541,0.14456,0.1921,0.11531,0.11834,0.12256,0.10853,0.10124,0.10419,0.1411,0.10429,0.11857,0.12025,0.10556,0.10892,0.11577,0.10855,0.11728,0.14326,0.11963,0.1673,0.14804,0.16903,0.16405,0.15237,0.20164,0.17885,0.16524,0.12517,0.14628,0.14762,0.13431,0.12794,0.1353,0.11226,0.15321,0.15295,0.11846,0.12701,0.16725,0.12594,0.16607,0.17518,0.14947,0.11694,0.14084,0.11846,0.13621,0.11571,0.12615,0.13217,0.12363,0.12933,0.13516,0.16398,0.1403,0.12846,0.16165,0.15593,0.16954,0.14292,0.18902,0.14879,0.13061,0.1262,0.14028,0.13558,0.14114,0.12466,0.15272,0.12055,0.16942,0.1492,0.13673,0.12514,0.12755,0.13168,0.1206,0.10594,0.13759,0.14448,0.12973,0.14442,0.1304,0.16723,0.16492,0.16564,0.1245,0.11858,0.12569,0.12765,0.15491,0.17832,0.15728,0.17947,0.16598,0.16633,0.18823,0.15604,0.14003,0.12061,0.15843,0.12721,0.11532,0.13861,0.15064,0.19117,0.15868,0.14368,0.1546,0.12212,0.15859,0.14107,0.17534,0.15167,0.11822,0.12257,0.14089,0.15545,0.11875,0.11693,0.11596,0.11519,0.12206,1.0,0.11662,0.10073,0.11453,0.1417,0.13536,0.11387,0.13447,0.12051,0.12257,0.11124,0.16455,0.16229,0.11837,0.12498,0.13675,0.13148,0.13848,0.11749,0.12323,0.11381,0.14259,0.16405,0.12495,0.11657,0.11723,0.12297,0.12149,0.13459,0.13446,0.1424,0.1349,0.14151,0.10989,0.12555,0.1051,0.21534
Q9H0C8,0.10209,0.11306,0.09915,0.1101,0.11264,0.11133,0.13752,0.12247,0.12693,0.13268,0.13495,0.111,0.12888,0.12285,0.12123,0.1377,0.12947,0.12945,0.12631,0.12228,0.14601,0.15767,0.12729,0.12961,0.12242,0.12215,0.10154,0.14636,0.13675,0.16838,0.14588,0.14183,0.14557,0.15053,0.12944,0.1325,0.12075,0.13022,0.14003,0.1517,0.13484,0.10972,0.11647,0.12433,0.13968,0.15875,0.09982,0.11822,0.11138,0.11505,0.11615,0.12088,0.13898,0.11812,0.10631,0.11219,0.1122,0.11811,0.11135,0.10417,0.10657,0.11207,0.11998,0.14679,0.12414,0.1112,0.13384,0.11892,0.13048,0.12014,0.12516,0.12873,0.1221,0.17202,0.13685,0.13175,0.12958,0.13012,0.1263,0.12606,0.13312,0.13854,0.12576,0.12747,0.13199,0.10953,0.11605,0.1305,0.10593,0.12756,0.13287,0.11552,0.11777,0.1147,0.11532,0.11548,0.12617,0.13669,0.10923,0.14106,0.12042,0.10694,0.12388,0.10658,0.11958,0.10829,0.12846,0.10347,0.11467,0.11664,0.12046,0.11809,0.10753,0.10538,0.1188,0.13319,0.12954,0.12507,0.13632,0.11418,0.10898,0.13054,0.10536,0.12077,0.14128,0.12189,0.13591,0.13322,0.12062,0.11613,0.10761,0.11708,0.12451,0.11029,0.1158,0.11211,0.11061,0.13399,0.12424,0.13149,0.163,0.12462,0.10849,0.13723,0.12241,0.1254,0.13145,0.11319,0.11771,0.12362,0.11674,0.12934,0.14404,0.13225,0.11115,0.13201,0.10687,0.11743,0.11936,0.12213,0.15225,0.10679,0.12472,0.11301,0.11068,0.11375,0.13155,0.11662,1.0,0.10197,0.11737,0.12647,0.10947,0.11123,0.16499,0.16892,0.12411,0.12493,0.12711,0.11802,0.12019,0.11239,0.1177,0.12239,0.13652,0.15675,0.14942,0.12466,0.10458,0.10694,0.11559,0.12453,0.11979,0.11926,0.12011,0.11121,0.12963,0.10545,0.13167,0.10606,0.11622,0.10822,0.13107,0.12679
Q9P0J1,0.1106,0.1089,0.11138,0.12154,0.11797,0.11766,0.1133,0.13168,0.12132,0.11714,0.13505,0.14522,0.12003,0.12437,0.11653,0.12698,0.12414,0.11183,0.14341,0.11042,0.1229,0.10793,0.15201,0.11472,0.12307,0.11691,0.11345,0.11481,0.11481,0.14958,0.15451,0.12353,0.11494,0.12541,0.13685,0.1103,0.12409,0.11053,0.10488,0.13525,0.10968,0.13547,0.13546,0.13676,0.12127,0.11498,0.12308,0.12111,0.11014,0.11261,0.11245,0.12464,0.14277,0.11794,0.11046,0.10608,0.1097,0.11311,0.1163,0.12406,0.12049,0.11241,0.11015,0.11899,0.12871,0.11287,0.11246,0.11454,0.1388,0.12139,0.11735,0.10873,0.1009,0.12109,0.11641,0.11506,0.11537,0.10841,0.12757,0.13175,0.13363,0.11705,0.11274,0.11175,0.10269,0.11619,0.1003,0.12012,0.11763,0.11328,0.10065,0.11238,0.10816,0.10877,0.11725,0.10966,0.09997,0.13217,0.12295,0.11641,0.11192,0.10996,0.12305,0.11452,0.10243,0.1083,0.11588,0.12886,0.1317,0.10268,0.11903,0.12046,0.13493,0.1251,0.12035,0.14304,0.10522,0.12781,0.11883,0.11403,0.13652,0.11502,0.11579,0.10528,0.11338,0.11537,0.11922,0.10816,0.12534,0.11892,0.12372,0.10135,0.10511,0.12131,0.09984,0.10754,0.12319,0.12391,0.11677,0.11816,0.1157,0.12641,0.11558,0.11814,0.10757,0.11332,0.13287,0.11652,0.09969,0.11167,0.10933,0.10167,0.09842,0.12552,0.1071,0.12012,0.12318,0.12147,0.13231,0.12151,0.11243,0.1202,0.10644,0.12553,0.12176,0.09759,0.12426,0.10073,0.10197,1.0,0.22289,0.1072,0.1144,0.1157,0.10382,0.11749,0.1191,0.12488,0.10886,0.12125,0.10447,0.10516,0.10708,0.12127,0.11411,0.12253,0.12721,0.1138,0.13043,0.11008,0.10887,0.11727,0.11707,0.10712,0.10012,0.11156,0.11255,0.11389,0.11596,0.10034,0.10599,0.10686,0.0999,0.13389
Q9P2J9,0.12665,0.10632,0.12164,0.11771,0.11818,0.107,0.12197,0.11587,0.11016,0.11864,0.12697,0.12028,0.12054,0.12165,0.13672,0.1028,0.11616,0.11771,0.10691,0.10789,0.11186,0.10877,0.11628,0.13083,0.11416,0.14041,0.11951,0.11137,0.12023,0.10826,0.12188,0.12221,0.10995,0.12021,0.11422,0.1273,0.10961,0.11478,0.1161,0.13098,0.12461,0.1111,0.1092,0.11,0.15096,0.11922,0.12064,0.11366,0.13033,0.13055,0.09998,0.1021,0.13313,0.1204,0.10852,0.10409,0.13533,0.09917,0.1168,0.09944,0.11644,0.11431,0.11797,0.11517,0.11839,0.09761,0.10737,0.11496,0.11535,0.10943,0.11282,0.11694,0.13384,0.12882,0.113,0.10653,0.1117,0.11712,0.12107,0.12031,0.13363,0.12077,0.13075,0.10856,0.10809,0.11261,0.12073,0.11615,0.1094,0.1174,0.11048,0.13367,0.12092,0.10698,0.11732,0.12421,0.11632,0.11003,0.10272,0.10995,0.10946,0.12645,0.10336,0.10272,0.11205,0.12042,0.09923,0.12536,0.12074,0.10946,0.11203,0.11553,0.11397,0.12517,0.11053,0.11164,0.1028,0.12998,0.12219,0.10857,0.12583,0.11713,0.10529,0.12622,0.11425,0.16377,0.10371,0.12698,0.11389,0.11243,0.15122,0.12148,0.1228,0.13127,0.12181,0.12454,0.11293,0.1242,0.14748,0.1246,0.1201,0.10649,0.10515,0.13369,0.11002,0.12028,0.10552,0.10512,0.11542,0.11084,0.11881,0.12799,0.11359,0.10041,0.09891,0.11375,0.11424,0.11076,0.10566,0.10461,0.13588,0.11729,0.11491,0.12097,0.10338,0.13154,0.10513,0.11453,0.11737,0.22289,1.0,0.14006,0.11264,0.12716,0.13699,0.11562,0.11414,0.11454,0.11099,0.13238,0.09675,0.13108,0.11194,0.1318,0.11158,0.15183,0.10482,0.12595,0.13235,0.12713,0.1244,0.12151,0.12399,0.14139,0.11879,0.1473,0.14009,0.14074,0.13737,0.12144,0.13339,0.10331,0.12117,0.12155
O60346,0.11303,0.09748,0.1044,0.10273,0.13011,0.15908,0.14402,0.17761,0.13756,0.15949,0.13391,0.13844,0.13599,0.13517,0.12945,0.17234,0.12568,0.14471,0.15158,0.14243,0.13462,0.14455,0.14821,0.13555,0.12977,0.15333,0.12012,0.13964,0.1375,0.1326,0.13077,0.13929,0.13691,0.12426,0.14351,0.15806,0.13911,0.12616,0.13658,0.11915,0.12764,0.1226,0.12508,0.14499,0.11538,0.13902,0.11713,0.13224,0.13895,0.12086,0.12165,0.11145,0.13209,0.10669,0.10791,0.10499,0.10537,0.11593,0.1092,0.12118,0.12202,0.12487,0.11978,0.13824,0.14466,0.14096,0.1602,0.14133,0.14539,0.13042,0.11835,0.14259,0.12213,0.14811,0.11896,0.12705,0.12146,0.12246,0.16303,0.13705,0.11518,0.12435,0.13837,0.1405,0.11802,0.12386,0.11826,0.10628,0.13802,0.14495,0.11035,0.12769,0.13447,0.16141,0.13794,0.11404,0.14449,0.12866,0.17897,0.11306,0.13818,0.12857,0.14367,0.12164,0.15977,0.12564,0.13552,0.14483,0.14068,0.1202,0.13429,0.13204,0.12832,0.12366,0.12992,0.12249,0.13909,0.12277,0.12005,0.12149,0.13034,0.14348,0.15779,0.10421,0.13282,0.12536,0.15446,0.14009,0.14385,0.1392,0.12722,0.13716,0.1145,0.14114,0.13279,0.11874,0.12959,0.13878,0.12573,0.1385,0.13972,0.11515,0.10612,0.12795,0.121,0.13018,0.1335,0.12702,0.15822,0.12461,0.10745,0.14384,0.13815,0.11942,0.14313,0.16547,0.11315,0.13833,0.17261,0.1149,0.11271,0.12128,0.15058,0.11956,0.11005,0.11889,0.11448,0.1417,0.12647,0.1072,0.14006,1.0,0.37969,0.11376,0.12668,0.10454,0.11372,0.10435,0.19219,0.13862,0.13912,0.10939,0.11121,0.11321,0.12403,0.11313,0.1333,0.11939,0.12574,0.13639,0.12901,0.14237,0.14292,0.13364,0.14326,0.14167,0.13226,0.11342,0.13116,0.10755,0.11721,0.1076,0.1267,0.13332
Q6ZVD8,0.11707,0.11165,0.12115,0.12188,0.14093,0.1201,0.13827,0.1268,0.13505,0.12852,0.14975,0.12383,0.155,0.12276,0.13683,0.12935,0.11759,0.13481,0.13692,0.14109,0.13727,0.12106,0.18131,0.11844,0.1443,0.12569,0.16071,0.15335,0.12687,0.13085,0.11987,0.13972,0.1466,0.12298,0.13333,0.12303,0.11174,0.12819,0.12711,0.12179,0.11861,0.12902,0.11901,0.12384,0.12964,0.12667,0.12449,0.11737,0.10818,0.13304,0.11671,0.11899,0.12522,0.10665,0.11862,0.12444,0.10468,0.11359,0.12883,0.11165,0.12456,0.12674,0.10722,0.12324,0.11437,0.13311,0.13583,0.12226,0.12713,0.10956,0.12114,0.13738,0.13544,0.11975,0.11106,0.12043,0.14156,0.13839,0.1427,0.11233,0.12121,0.13635,0.10884,0.11704,0.10641,0.1319,0.10515,0.12271,0.11353,0.13191,0.14456,0.11737,0.117,0.12133,0.12311,0.1413,0.12424,0.13575,0.13336,0.09565,0.14871,0.1379,0.14103,0.12617,0.14568,0.14123,0.11368,0.13334,0.1272,0.11934,0.14245,0.12458,0.16418,0.13706,0.17317,0.12113,0.1623,0.11601,0.13875,0.12995,0.11769,0.11729,0.13526,0.12819,0.10861,0.13856,0.15393,0.13241,0.13363,0.12311,0.1103,0.11873,0.15416,0.13164,0.13555,0.12355,0.14656,0.1354,0.14226,0.13298,0.13149,0.12011,0.10979,0.12135,0.11574,0.1116,0.11668,0.13034,0.13826,0.12669,0.12039,0.11502,0.12163,0.11328,0.11151,0.14843,0.10664,0.11193,0.11653,0.12575,0.11855,0.1097,0.10593,0.13161,0.11732,0.1077,0.11769,0.13536,0.10947,0.1144,0.11264,0.37969,1.0,0.11281,0.12318,0.12008,0.12556,0.11055,0.15194,0.15213,0.10417,0.11044,0.12199,0.13926,0.11394,0.11701,0.12081,0.12983,0.11483,0.12075,0.13424,0.13491,0.13495,0.12586,0.12045,0.13941,0.13591,0.12077,0.1419,0.11056,0.11655,0.11033,0.11338,0.14813
A8MPX8,0.11795,0.11869,0.10315,0.10734,0.12233,0.11273,0.11866,0.11784,0.11474,0.11563,0.1126,0.10238,0.11845,0.10741,0.11876,0.10979,0.10995,0.12784,0.12008,0.11318,0.1248,0.12618,0.1261,0.11202,0.10674,0.10897,0.1045,0.1014,0.10327,0.1073,0.11166,0.11456,0.10736,0.10977,0.1124,0.10949,0.10423,0.10166,0.10471,0.11016,0.12497,0.11557,0.10936,0.13074,0.13195,0.10892,0.11465,0.13036,0.11295,0.12011,0.10547,0.11724,0.10981,0.13101,0.11027,0.12847,0.10534,0.11617,0.10897,0.10578,0.11844,0.11197,0.10655,0.10611,0.10346,0.13496,0.12046,0.13001,0.10199,0.12087,0.11994,0.12199,0.12806,0.1231,0.11532,0.10803,0.12894,0.1161,0.14437,0.11309,0.11785,0.1085,0.10919,0.10233,0.12002,0.14527,0.11193,0.1115,0.12026,0.11388,0.11116,0.11885,0.09888,0.12058,0.11683,0.12818,0.11072,0.11339,0.12177,0.1232,0.1046,0.11487,0.10503,0.11429,0.09809,0.11384,0.10996,0.10251,0.12066,0.10625,0.11453,0.09969,0.11413,0.11518,0.10668,0.11611,0.11577,0.10397,0.11614,0.11065,0.10985,0.10041,0.10618,0.12667,0.10566,0.12191,0.10562,0.10284,0.13034,0.10708,0.10694,0.10831,0.15298,0.10993,0.11392,0.1022,0.10385,0.1244,0.11025,0.11986,0.1284,0.11756,0.11861,0.11921,0.10373,0.104,0.12627,0.13252,0.11512,0.09981,0.10643,0.10833,0.11592,0.12467,0.11532,0.11562,0.10982,0.11795,0.10838,0.10726,0.14298,0.11751,0.10422,0.11412,0.1171,0.10723,0.10533,0.11387,0.11123,0.1157,0.12716,0.11376,0.11281,1.0,0.11424,0.10733,0.11414,0.12699,0.1229,0.13048,0.10775,0.10475,0.10726,0.11213,0.10636,0.13667,0.10954,0.11503,0.10628,0.12405,0.11945,0.11018,0.11752,0.11553,0.11322,0.11146,0.12246,0.11661,0.11456,0.10903,0.10319,0.10668,0.1081,0.10829
P35813,0.10565,0.11286,0.10662,0.09597,0.13374,0.14301,0.14344,0.11877,0.13498,0.15206,0.16375,0.1271,0.10979,0.11724,0.11991,0.11373,0.11082,0.12184,0.11665,0.12611,0.16759,0.15266,0.13385,0.11889,0.11521,0.10837,0.12308,0.11342,0.10423,0.13044,0.12449,0.11479,0.13765,0.13685,0.13252,0.12444,0.12372,0.14138,0.12042,0.11174,0.12033,0.14524,0.14323,0.12316,0.11197,0.11532,0.1218,0.10983,0.11001,0.11633,0.10149,0.10986,0.13577,0.12034,0.11549,0.10077,0.11984,0.11257,0.1131,0.11042,0.10481,0.13012,0.1103,0.14232,0.11151,0.11926,0.12641,0.1302,0.132,0.13076,0.12881,0.11934,0.13259,0.11543,0.13601,0.11208,0.12426,0.13268,0.15213,0.10951,0.1142,0.11604,0.13698,0.11712,0.11695,0.12196,0.11107,0.12892,0.15004,0.11518,0.10848,0.11721,0.13703,0.16095,0.10128,0.11433,0.12492,0.13064,0.11214,0.13325,0.12078,0.13673,0.1252,0.12588,0.12455,0.12641,0.11805,0.10597,0.10495,0.10286,0.11815,0.12668,0.10732,0.12594,0.12918,0.15075,0.1246,0.12735,0.12219,0.12751,0.12394,0.11035,0.12272,0.1478,0.1263,0.11017,0.16382,0.12582,0.13923,0.12099,0.14742,0.15047,0.16328,0.13092,0.1299,0.12938,0.11509,0.14636,0.14427,0.13119,0.11345,0.12469,0.10572,0.11726,0.1187,0.11343,0.12253,0.13305,0.12051,0.11805,0.11843,0.12144,0.12047,0.14339,0.13244,0.11877,0.10701,0.10993,0.12421,0.16389,0.12305,0.11312,0.12151,0.12638,0.13524,0.12947,0.1452,0.13447,0.16499,0.10382,0.13699,0.12668,0.12318,0.11424,1.0,0.38506,0.23006,0.12125,0.13391,0.1216,0.14631,0.11165,0.12675,0.13428,0.12446,0.11764,0.11396,0.15534,0.12849,0.13851,0.13287,0.14653,0.14055,0.15576,0.14855,0.12162,0.11846,0.12018,0.12163,0.11495,0.14317,0.11346,0.11008,0.16044
