ID,A0A0H3KB22,A0A0R0FIC1,A0A0R0GAG6,A0A0R4J536,A0A0Z8EWX1,A0A1B8PDY4,A0A1D6F795,A0A1D6KKP7,A0A1D6L6E5,A0A1D8PS33,A0A1F2VBE7,A0A1F2WQF4,A0A1I3QG02,A0A1I5E523,A0A2V9HK14,A0A3D4P501,A0A3N0ANJ2,A0A661U9F1,A3DDW1,A4HSJ7,A4HWP3,A4HWS3,A4HY57,A4I0J4,A4IGH2,A4J6G2,A7RNF3,B4FFP5,B4FJY4,B5DF48,B6TM42,B8A031,B9M511,C0PGU3,C0PN26,C6FX51,C6KT59,D3ZVG1,D4ACM1,E4N8S5,EIC300131,F4IVY6,H2JHX2,HED132381,I1JHY9,I1JXG4,I1JXG5,I1KTQ5,I1KXG4,I1LFP7,I1LIK7,I1LNN6,K7K4A9,K7LNH5,L4IZD0,MBB2876758-1,MBI19861291,MBL84112071,MBL84891351,MBM41893231,MBN8969022-1,MBO69482481,MBS03225261,MBS03678631,MBU07513571,MCA0419989-1,NOQ145911,NWG304921,O13642,O14023,O24770,O31423,O43766,O59761,O59778,O70600,OQW784741,P0A9N4,P0A9N8,P0AEI1,P0AEI4,P12996,P30140,P30745,P32131,P32451,P32875,P36979,P52062,P54967,P60716,P64554,P69848,P9WJS3,P9WPQ7,Q02908,Q08960,Q08C92,Q09316,Q0E297,Q0JD33,Q0JKY3,Q0TTH1,Q10QB5,Q1ZXC6,Q20624,Q21452,Q23651,Q2FV03,Q2FVJ7,Q2FXH0,Q2FXY9,Q2FXZ6,Q2FZ02,Q2FZ66,Q2FZX4,Q2G1D7,Q2G1X7,Q2MFI7,Q2QQ49,Q2QU90,Q2R1U4,Q39055,Q3ABV3,Q46CH7,Q46E78,Q4CUJ9,Q4CXG8,Q4DC43,Q4DKU2,Q4DPP3,Q4DT80,Q4DXJ3,Q4DYL7,Q4E0Z1,Q54J76,Q54KV4,Q54NM6,Q54VE8,Q56184,Q5IW0,Q5JM88,Q5RH95,Q5RIC0,Q5RKZ7,Q5SUV1,Q5VV42,Q5XIH4,Q5ZAQ2,Q69U93,Q6L534,Q6NUM6,Q6PG34,Q6PHG4,Q70KE5,Q7JQW6,Q7K4W1,Q7X7L3,Q7XRF1,Q841K7,Q84JV6,Q8BJM7,Q8BTW8,Q8CBB9,Q8G907,Q8H0V1,Q8H8N3,Q8I3L6,Q8I5E0,Q8IDQ0,Q8IM25,Q8IQF1,Q8LEE8,Q8MXQ7,Q8RXN5,Q8WXG1,Q91WE6,Q93XX3,Q93ZR1
Q5RKZ7,0.13342,0.15673,0.14643,0.15503,0.15094,0.21293,0.14641,0.13039,0.12175,0.11642,0.17164,0.13738,0.17483,0.2163,0.18203,0.1737,0.16371,0.14902,0.16575,0.12767,0.11177,0.12697,0.14709,0.11795,0.16772,0.14834,0.11873,0.12206,0.13953,0.15137,0.12052,0.18455,0.17417,0.14186,0.16837,0.13837,0.13442,0.93605,0.1221,0.17434,0.17472,0.13562,0.14938,0.16283,0.15668,0.12933,0.13177,0.7441,0.16663,0.12359,0.12043,0.14636,0.15624,0.16582,0.13381,0.15275,0.15475,0.20012,0.22942,0.17989,0.15973,0.15224,0.18663,0.20614,0.15033,0.13831,0.16783,0.18467,0.15801,0.13839,0.12685,0.19033,0.14423,0.14565,0.13627,0.13188,0.15946,0.14691,0.14336,0.14719,0.11667,0.11412,0.12329,0.447,0.13495,0.12702,0.14523,0.15715,0.17555,0.14583,0.15431,0.1351,0.44767,0.28744,0.12626,0.12934,0.13525,0.11893,0.10534,0.75116,0.11701,0.14698,0.14761,0.14665,0.14005,0.41363,0.14991,0.13718,0.14271,0.13197,0.14478,0.14244,0.14143,0.13288,0.14538,0.14874,0.15552,0.13261,0.15029,0.7353,0.12121,0.13668,0.73244,0.12461,0.18575,0.14921,0.10995,0.11867,0.12256,0.12949,0.10398,0.16139,0.11386,0.1378,0.1211,0.13556,0.14359,0.67868,0.13945,0.13418,0.20655,0.14228,0.15053,0.13204,1.0,0.13197,0.12204,0.13566,0.14306,0.12199,0.1474,0.12338,0.12611,0.14359,0.12407,0.12579,0.16342,0.13568,0.16906,0.17992,0.13792,0.1423,0.12022,0.13359,0.13867,0.13207,0.14498,0.14036,0.13183,0.12309,0.15106,0.45596,0.16146,0.16632,0.12121,0.11924,0.12877,0.13254,0.13743
Q5SUV1,0.12971,0.13588,0.14237,0.17158,0.13135,0.14275,0.14023,0.18305,0.12781,0.14585,0.14608,0.16021,0.13448,0.12869,0.16137,0.15738,0.15363,0.15256,0.13663,0.13685,0.11834,0.14388,0.17398,0.12252,0.65655,0.1324,0.1258,0.13012,0.12667,0.13257,0.19514,0.18222,0.14862,0.12644,0.12684,0.14681,0.13326,0.14464,0.12783,0.13891,0.15423,0.15392,0.12855,0.15108,0.22161,0.39248,0.13294,0.12074,0.15538,0.14163,0.17506,0.13442,0.1777,0.17703,0.31174,0.27251,0.14908,0.14026,0.12959,0.14373,0.33427,0.14554,0.14057,0.14337,0.1765,0.30822,0.1272,0.13386,0.19136,0.15106,0.11307,0.13185,0.17853,0.12573,0.12237,0.13678,0.13503,0.1277,0.13549,0.18066,0.10925,0.12183,0.13294,0.1287,0.24036,0.11218,0.16868,0.11858,0.32957,0.14252,0.1303,0.15198,0.12262,0.13455,0.13497,0.17945,0.11885,0.13145,0.14236,0.14991,0.11943,0.14961,0.18331,0.15627,0.11819,0.13811,0.14109,0.11777,0.11744,0.11974,0.14863,0.27653,0.14829,0.1284,0.15097,0.1415,0.14683,0.14454,0.15295,0.13804,0.22347,0.15247,0.14334,0.12784,0.12226,0.13334,0.13095,0.12136,0.15158,0.11067,0.1293,0.16218,0.15848,0.11654,0.1209,0.19222,0.14753,0.1394,0.13315,0.13938,0.17119,0.2057,0.12105,0.1352,0.13197,1.0,0.13049,0.13372,0.13308,0.17814,0.13389,0.14667,0.15346,0.17101,0.16608,0.16631,0.13793,0.12842,0.17316,0.18556,0.16903,0.13561,0.13097,0.13297,0.13314,0.15067,0.13179,0.15131,0.15824,0.13127,0.16927,0.14816,0.1471,0.1061,0.12519,0.12395,0.12699,0.16274,0.1224
Q5VV42,0.11405,0.15898,0.16562,0.12902,0.1475,0.12586,0.12378,0.11115,0.15944,0.11089,0.14863,0.1661,0.16015,0.13576,0.13095,0.13578,0.13227,0.12197,0.13683,0.16341,0.13117,0.12101,0.12774,0.13172,0.12489,0.12573,0.12242,0.42622,0.11889,0.13894,0.11774,0.13009,0.13041,0.12001,0.14139,0.12747,0.32199,0.14067,0.12821,0.13002,0.17111,0.13299,0.12485,0.15532,0.12341,0.12961,0.10393,0.13765,0.11416,0.12786,0.12035,0.4178,0.19362,0.19023,0.11315,0.13008,0.13901,0.12554,0.17086,0.14813,0.12238,0.15743,0.12705,0.14502,0.12752,0.1265,0.13303,0.1235,0.11943,0.12844,0.12666,0.1534,0.118,0.15038,0.131,0.11701,0.13952,0.12045,0.12422,0.22582,0.1727,0.1374,0.12139,0.13578,0.12746,0.12667,0.12579,0.13501,0.12716,0.12943,0.13397,0.12158,0.14694,0.11792,0.11046,0.11882,0.13771,0.13196,0.20679,0.12398,0.40385,0.13443,0.14903,0.12215,0.13015,0.11994,0.13929,0.12821,0.13755,0.1073,0.15581,0.13635,0.23019,0.22931,0.15211,0.13688,0.12966,0.13413,0.1225,0.13406,0.16125,0.15757,0.11892,0.13493,0.13718,0.12904,0.12835,0.14091,0.11921,0.13896,0.11352,0.34074,0.34367,0.1138,0.17154,0.13141,0.20183,0.1306,0.12291,0.14576,0.13001,0.14671,0.13193,0.12725,0.12204,0.13049,1.0,0.13744,0.12552,0.12265,0.15328,0.16176,0.88014,0.14786,0.1249,0.13227,0.79405,0.10912,0.11885,0.12117,0.12512,0.12182,0.16074,0.12136,0.13219,0.14468,0.15445,0.12319,0.12497,0.14408,0.11742,0.15065,0.1187,0.53774,0.15825,0.1314,0.96192,0.12905,0.1133
Q5XIH4,0.12908,0.13856,0.15221,0.42634,0.14394,0.1635,0.13251,0.10947,0.13125,0.11495,0.13671,0.15822,0.13545,0.12246,0.14288,0.12482,0.13783,0.15609,0.2091,0.14452,0.12567,0.13797,0.45803,0.12152,0.14238,0.1261,0.16875,0.14926,0.14931,0.11694,0.12027,0.40991,0.13776,0.14787,0.67075,0.14506,0.16501,0.14071,0.13669,0.145,0.15259,0.15499,0.14333,0.12657,0.1456,0.14987,0.14468,0.1484,0.15225,0.17332,0.1188,0.13278,0.13059,0.13034,0.15748,0.15756,0.12441,0.1288,0.14032,0.13029,0.2027,0.13023,0.13695,0.12613,0.14735,0.16001,0.13103,0.15361,0.69421,0.13218,0.11568,0.17197,0.86503,0.12703,0.13257,0.15095,0.13412,0.1413,0.13811,0.12858,0.14969,0.11769,0.12063,0.13833,0.19696,0.11342,0.69464,0.11872,0.16479,0.12374,0.3963,0.13099,0.15038,0.14053,0.1628,0.12848,0.15358,0.14354,0.13391,0.15349,0.13612,0.18466,0.13648,0.1472,0.11768,0.15273,0.72847,0.11431,0.15167,0.1293,0.14873,0.15765,0.12793,0.13278,0.12432,0.27602,0.15135,0.13642,0.125,0.15181,0.10879,0.12835,0.14839,0.11664,0.1345,0.14932,0.12931,0.14297,0.43533,0.13552,0.11288,0.13191,0.12825,0.41706,0.12591,0.14161,0.12375,0.13098,0.1402,0.13678,0.14332,0.12781,0.11975,0.13529,0.13566,0.13372,0.13744,1.0,0.71311,0.11234,0.72252,0.12038,0.11563,0.82802,0.11246,0.73633,0.12839,0.1363,0.45467,0.14497,0.14853,0.12423,0.15633,0.15368,0.13568,0.12892,0.13321,0.13276,0.11479,0.67762,0.13448,0.14229,0.76317,0.12206,0.13027,0.13059,0.12561,0.14637,0.15988
Q5ZAQ2,0.11858,0.14275,0.14809,0.3961,0.14648,0.14293,0.17211,0.11707,0.13309,0.12501,0.15001,0.16437,0.12282,0.13732,0.12708,0.15968,0.11187,0.14399,0.1385,0.13437,0.12505,0.13986,0.42108,0.12183,0.12765,0.12087,0.15224,0.14477,0.13286,0.12605,0.1283,0.34344,0.13967,0.13299,0.83723,0.10635,0.13273,0.14529,0.1423,0.19883,0.13007,0.15101,0.13496,0.14001,0.1461,0.12782,0.12458,0.1318,0.11153,0.15806,0.14044,0.13233,0.13866,0.11803,0.1511,0.16439,0.13033,0.1348,0.15816,0.1333,0.16926,0.12158,0.12467,0.12524,0.13958,0.16222,0.12336,0.15464,0.64809,0.14737,0.12655,0.14453,0.68699,0.12647,0.12246,0.1333,0.14297,0.12727,0.12727,0.1167,0.15456,0.10708,0.13292,0.13585,0.18328,0.13124,0.68963,0.12376,0.15588,0.12357,0.39731,0.11655,0.13711,0.14633,0.15251,0.12582,0.16311,0.13429,0.15198,0.13781,0.12878,0.11199,0.12777,0.16424,0.14605,0.18057,0.70537,0.11685,0.18287,0.12279,0.16303,0.12079,0.12206,0.12275,0.14048,0.22245,0.12853,0.10894,0.16629,0.14305,0.14383,0.13196,0.12531,0.12368,0.15557,0.14071,0.11103,0.1168,0.3918,0.13169,0.12558,0.12387,0.13145,0.36842,0.13166,0.12637,0.11822,0.12073,0.11498,0.13892,0.15572,0.12047,0.13087,0.13021,0.14306,0.13308,0.12552,0.71311,1.0,0.13175,0.87996,0.14195,0.15902,0.73068,0.12734,0.74654,0.13802,0.13908,0.38309,0.14168,0.14595,0.12079,0.14667,0.13443,0.13911,0.13932,0.14284,0.13009,0.11273,0.68751,0.13589,0.1555,0.82749,0.12337,0.139,0.12123,0.13135,0.11299,0.12077
Q69U93,0.11139,0.12198,0.11035,0.12634,0.12791,0.1183,0.11769,0.96296,0.12738,0.41217,0.15553,0.16929,0.12673,0.13973,0.12904,0.12977,0.12236,0.09727,0.12148,0.11476,0.11908,0.11845,0.12851,0.20994,0.15962,0.11026,0.11859,0.12145,0.1305,0.11445,0.93887,0.12064,0.14311,0.13314,0.12582,0.11039,0.1441,0.12819,0.12793,0.12409,0.11226,0.1064,0.11895,0.13789,0.11747,0.12712,0.12467,0.1091,0.11923,0.17315,0.92201,0.13386,0.12339,0.1214,0.12919,0.12611,0.11455,0.12628,0.1384,0.12744,0.1203,0.12684,0.12376,0.12782,0.12868,0.12684,0.12391,0.11261,0.13618,0.14701,0.12126,0.10446,0.11562,0.13911,0.57145,0.11578,0.12628,0.11291,0.14246,0.11577,0.11572,0.42539,0.12004,0.11882,0.13105,0.4876,0.13441,0.14193,0.13828,0.73162,0.11719,0.12898,0.14636,0.14311,0.21267,0.1427,0.11797,0.13519,0.13764,0.13695,0.12666,0.12088,0.14341,0.16004,0.14331,0.13219,0.14503,0.13033,0.13916,0.29,0.10888,0.12544,0.12383,0.11744,0.12142,0.12215,0.14866,0.11745,0.12631,0.12499,0.14852,0.13909,0.13275,0.12995,0.12929,0.133,0.13242,0.13161,0.13131,0.16428,0.11631,0.15922,0.14175,0.13626,0.12047,0.13568,0.1135,0.13851,0.12111,0.10537,0.13896,0.12117,0.1148,0.13938,0.12199,0.17814,0.12265,0.11234,0.13175,1.0,0.13225,0.11004,0.11028,0.1263,0.13548,0.11194,0.12309,0.12651,0.12429,0.12418,0.18811,0.10826,0.11792,0.11336,0.11458,0.12795,0.12467,0.13393,0.15035,0.12772,0.15017,0.11293,0.12949,0.12559,0.12352,0.11263,0.11812,0.11955,0.12151
Q6L534,0.14102,0.14096,0.15051,0.39965,0.16758,0.13178,0.16694,0.1461,0.13074,0.12864,0.15899,0.17915,0.12799,0.13873,0.12782,0.16095,0.1382,0.12682,0.16632,0.13054,0.12384,0.12173,0.44295,0.11169,0.13862,0.11707,0.15263,0.15637,0.13075,0.12389,0.15483,0.37256,0.14149,0.12907,0.78116,0.10925,0.13233,0.15954,0.13382,0.16145,0.12509,0.14184,0.13619,0.14005,0.13587,0.13285,0.13058,0.13509,0.12321,0.15432,0.12646,0.14585,0.15681,0.1233,0.12967,0.18864,0.14748,0.1537,0.17622,0.12669,0.18111,0.13015,0.13695,0.14186,0.14788,0.17222,0.11794,0.16492,0.63479,0.1418,0.12265,0.13122,0.69283,0.14736,0.1079,0.14839,0.14659,0.13133,0.13317,0.12769,0.17199,0.10904,0.15283,0.14717,0.19366,0.11483,0.6873,0.11042,0.15569,0.11753,0.41206,0.12058,0.11902,0.14845,0.15676,0.13333,0.14992,0.13317,0.14865,0.1538,0.13969,0.11371,0.1326,0.16881,0.13028,0.17863,0.71077,0.12363,0.17546,0.13366,0.13874,0.13054,0.12809,0.13877,0.15602,0.23792,0.12381,0.14212,0.1608,0.16004,0.1389,0.11446,0.12907,0.11392,0.17289,0.15603,0.123,0.12473,0.40098,0.10707,0.12,0.12396,0.12117,0.36576,0.12785,0.14281,0.11711,0.12476,0.11793,0.14308,0.1645,0.12371,0.15273,0.14214,0.1474,0.13389,0.15328,0.72252,0.87996,0.13225,1.0,0.14168,0.18557,0.73923,0.13735,0.73046,0.15455,0.13923,0.41162,0.1381,0.13508,0.12276,0.13136,0.14943,0.1355,0.11638,0.12812,0.14732,0.1179,0.68392,0.14853,0.12792,0.7918,0.13918,0.13845,0.10943,0.15209,0.11562,0.12792
Q6NUM6,0.19196,0.70207,0.66591,0.17812,0.15538,0.15363,0.12311,0.132,0.73487,0.11858,0.12954,0.12745,0.11828,0.12779,0.15864,0.1734,0.12769,0.12209,0.17294,0.64012,0.47999,0.14002,0.18402,0.11773,0.14798,0.11932,0.2225,0.13396,0.13118,0.77248,0.1253,0.17568,0.12659,0.13337,0.13353,0.11157,0.20369,0.11631,0.10896,0.1154,0.12372,0.13172,0.14156,0.11395,0.15223,0.14087,0.13308,0.1543,0.12376,0.12668,0.11796,0.13358,0.11356,0.12225,0.13832,0.14146,0.13082,0.14148,0.14978,0.15006,0.11473,0.12465,0.13241,0.15297,0.14478,0.134,0.13092,0.15106,0.17014,0.12058,0.13672,0.13948,0.12101,0.61852,0.11822,0.18743,0.12652,0.13939,0.13857,0.10936,0.15215,0.13775,0.12362,0.12642,0.14188,0.11841,0.14109,0.11358,0.13489,0.13673,0.1647,0.12807,0.12382,0.1189,0.12717,0.11845,0.42565,0.6246,0.13493,0.14111,0.15563,0.13031,0.13436,0.12845,0.12243,0.11218,0.14108,0.12003,0.13474,0.15005,0.13197,0.13709,0.14229,0.16781,0.13378,0.14713,0.11934,0.13831,0.11568,0.13739,0.14995,0.11352,0.1426,0.15133,0.14697,0.10955,0.10059,0.61862,0.16511,0.10801,0.10626,0.1902,0.15754,0.18557,0.48585,0.13751,0.11001,0.16655,0.1212,0.11592,0.15356,0.11848,0.17917,0.11656,0.12338,0.14667,0.16176,0.12038,0.14195,0.11004,0.14168,1.0,0.16362,0.12354,0.15972,0.14112,0.15918,0.15106,0.16253,0.17608,0.14945,0.7321,0.11713,0.1813,0.14412,0.11983,0.68695,0.5149,0.11854,0.12035,0.13315,0.11685,0.136,0.16044,0.71736,0.16482,0.14858,0.1283,0.11752
Q6PG34,0.12516,0.16689,0.17225,0.12682,0.13533,0.12936,0.13737,0.10758,0.15508,0.12492,0.14213,0.15134,0.14251,0.15062,0.12124,0.13564,0.1227,0.12233,0.16223,0.17594,0.13747,0.10948,0.13015,0.11532,0.13546,0.12402,0.124,0.4318,0.12339,0.13571,0.11417,0.12161,0.1224,0.12483,0.18034,0.10785,0.34148,0.13929,0.13855,0.13937,0.15723,0.14686,0.12503,0.14891,0.12236,0.132,0.1103,0.12523,0.13023,0.12785,0.11499,0.4211,0.16746,0.16941,0.12312,0.14098,0.15124,0.1412,0.15913,0.16662,0.12381,0.16267,0.13064,0.1338,0.13619,0.1241,0.14103,0.12682,0.13732,0.12228,0.13107,0.15694,0.12964,0.13774,0.14183,0.11542,0.14122,0.12388,0.13391,0.19116,0.17973,0.13668,0.13913,0.16223,0.12911,0.12613,0.13355,0.11363,0.12516,0.14083,0.14078,0.15667,0.13118,0.12267,0.1315,0.12068,0.12539,0.13949,0.17792,0.12769,0.41369,0.12881,0.14671,0.11588,0.12505,0.135,0.1302,0.11254,0.13633,0.11681,0.15939,0.12752,0.22035,0.21131,0.14246,0.13994,0.15069,0.14627,0.13476,0.13337,0.17721,0.17475,0.13704,0.1316,0.12662,0.1249,0.12662,0.14875,0.1452,0.11751,0.12818,0.34255,0.3578,0.12301,0.19428,0.14885,0.174,0.13428,0.11771,0.16644,0.13563,0.13362,0.1362,0.1305,0.12611,0.15346,0.88014,0.11563,0.15902,0.11028,0.18557,0.16362,1.0,0.14474,0.1171,0.15215,0.77946,0.11982,0.12277,0.13082,0.14236,0.12367,0.12622,0.12279,0.1516,0.14719,0.1465,0.14864,0.13398,0.17685,0.13753,0.1542,0.1367,0.54544,0.15618,0.11841,0.86912,0.13714,0.12502
Q6PHG4,0.13673,0.14502,0.15134,0.40631,0.15212,0.17163,0.13596,0.11817,0.12978,0.11766,0.12531,0.1397,0.13637,0.12053,0.12718,0.16767,0.13192,0.16036,0.21939,0.12655,0.13762,0.12244,0.45519,0.11906,0.1467,0.12153,0.13325,0.12966,0.13556,0.12564,0.11963,0.39945,0.14543,0.13128,0.67304,0.12057,0.15231,0.15908,0.13171,0.12936,0.14607,0.13279,0.14905,0.13556,0.1316,0.15187,0.13669,0.14282,0.13619,0.15627,0.12282,0.1256,0.12869,0.11084,0.15255,0.15423,0.13028,0.12455,0.13203,0.13009,0.19613,0.13317,0.12131,0.12159,0.14018,0.14687,0.13033,0.16057,0.70201,0.13672,0.1235,0.15527,0.81288,0.1336,0.12889,0.13082,0.12639,0.11809,0.14748,0.14905,0.14078,0.12331,0.11765,0.14509,0.2247,0.11219,0.67564,0.12298,0.15863,0.1332,0.40984,0.12111,0.161,0.11884,0.17687,0.12702,0.16349,0.12276,0.12627,0.12816,0.14147,0.1755,0.1477,0.15142,0.12699,0.17066,0.73786,0.12348,0.13532,0.12685,0.12754,0.14506,0.15385,0.13427,0.13658,0.28085,0.13692,0.12491,0.13364,0.14629,0.11912,0.14643,0.12407,0.13105,0.12687,0.13885,0.1165,0.11233,0.42661,0.12654,0.12384,0.12204,0.14101,0.39425,0.13491,0.16022,0.11792,0.12271,0.12044,0.13483,0.13558,0.12983,0.12466,0.1178,0.14359,0.17101,0.14786,0.82802,0.73068,0.1263,0.73923,0.12354,0.14474,1.0,0.12281,0.76963,0.13996,0.11953,0.4447,0.13662,0.14748,0.11804,0.12599,0.13242,0.15964,0.14673,0.14506,0.12045,0.11615,0.69539,0.14475,0.13938,0.7376,0.14053,0.11824,0.1441,0.15066,0.12883,0.13859
Q70KE5,0.14368,0.20698,0.17823,0.14415,0.12323,0.12861,0.13982,0.138,0.17384,0.12317,0.14885,0.11795,0.13018,0.16606,0.13923,0.1318,0.12523,0.14781,0.15051,0.15746,0.15854,0.1146,0.13281,0.12256,0.13036,0.16863,0.15321,0.1519,0.12524,0.15067,0.12675,0.12423,0.11647,0.12404,0.12508,0.19811,0.12392,0.12117,0.15599,0.12478,0.1266,0.13103,0.13656,0.12136,0.14689,0.11987,0.11907,0.12046,0.13951,0.12584,0.12145,0.12332,0.16072,0.15832,0.12147,0.14785,0.12757,0.11218,0.12752,0.1165,0.15162,0.12584,0.11809,0.12189,0.14713,0.14604,0.11837,0.12596,0.14288,0.12708,0.11413,0.14087,0.12505,0.16666,0.12157,0.1757,0.11999,0.12558,0.12427,0.13719,0.15369,0.12029,0.13251,0.13419,0.15068,0.11008,0.13928,0.11074,0.1338,0.14118,0.13926,0.14663,0.14861,0.12468,0.11237,0.1358,0.11759,0.15979,0.12323,0.12348,0.11682,0.13249,0.14802,0.1126,0.13385,0.14203,0.12596,0.13717,0.14061,0.12776,0.11989,0.20907,0.11795,0.14159,0.11074,0.14084,0.13303,0.12557,0.15117,0.12824,0.15389,0.1443,0.14057,0.14206,0.12719,0.13121,0.11147,0.15217,0.13788,0.13234,0.11984,0.15468,0.13736,0.12278,0.15861,0.11932,0.14523,0.15249,0.12078,0.24525,0.16886,0.14971,0.14265,0.16475,0.12407,0.16608,0.1249,0.11246,0.12734,0.13548,0.13735,0.15972,0.1171,0.12281,1.0,0.13017,0.14604,0.12233,0.15519,0.12222,0.11396,0.13053,0.11374,0.17288,0.17826,0.15449,0.17673,0.14663,0.1105,0.13063,0.13207,0.14202,0.1242,0.12089,0.19235,0.13748,0.13022,0.13781,0.12235
Q7JQW6,0.14778,0.13196,0.12566,0.41878,0.1853,0.15402,0.143,0.11274,0.14473,0.128,0.1415,0.14634,0.13786,0.13423,0.14444,0.16508,0.14122,0.16212,0.18035,0.14237,0.1161,0.12022,0.46718,0.1294,0.16063,0.12547,0.12551,0.15431,0.13882,0.12014,0.11483,0.37349,0.1535,0.14318,0.66548,0.12302,0.16904,0.13354,0.15647,0.15593,0.13658,0.11734,0.15696,0.12897,0.13318,0.15016,0.13191,0.13306,0.1306,0.14139,0.11188,0.14461,0.14894,0.11951,0.1434,0.16479,0.1318,0.13041,0.13359,0.11716,0.1886,0.12211,0.13174,0.13025,0.15473,0.18012,0.13245,0.12701,0.67131,0.14934,0.11807,0.13702,0.74763,0.15801,0.11079,0.11723,0.12348,0.15801,0.15075,0.14153,0.12489,0.12363,0.10855,0.12621,0.20799,0.11275,0.67567,0.13606,0.17441,0.11667,0.38974,0.12896,0.15777,0.12061,0.16146,0.12433,0.11662,0.15609,0.12722,0.13373,0.14609,0.1298,0.1337,0.16399,0.14277,0.14573,0.72349,0.15092,0.13518,0.11751,0.12025,0.14034,0.14513,0.16796,0.13848,0.27878,0.12456,0.12865,0.15641,0.14459,0.1223,0.13472,0.13763,0.11525,0.14733,0.15819,0.10602,0.14088,0.43449,0.13327,0.11306,0.14749,0.14279,0.40577,0.1342,0.14212,0.13435,0.14134,0.13126,0.14198,0.13822,0.13246,0.13201,0.16661,0.12579,0.16631,0.13227,0.73633,0.74654,0.11194,0.73046,0.14112,0.15215,0.76963,0.13017,1.0,0.1321,0.12341,0.42578,0.15188,0.14894,0.12668,0.14592,0.12052,0.1236,0.13898,0.14015,0.12756,0.13648,0.72892,0.147,0.13708,0.75072,0.11968,0.14473,0.12921,0.13916,0.13227,0.13852
Q7K4W1,0.11885,0.15887,0.15842,0.12806,0.13265,0.12562,0.13368,0.11401,0.15157,0.11481,0.135,0.16505,0.1378,0.13728,0.12418,0.13011,0.13671,0.12411,0.11677,0.14901,0.12973,0.11023,0.11962,0.12098,0.12615,0.12508,0.13308,0.39873,0.10952,0.14008,0.12401,0.12708,0.12154,0.11101,0.16605,0.11476,0.32382,0.14957,0.11974,0.14895,0.15321,0.13929,0.16089,0.16775,0.14494,0.13762,0.10755,0.12698,0.12399,0.11211,0.12092,0.37809,0.16237,0.16012,0.12106,0.12482,0.14273,0.1265,0.13045,0.13287,0.13397,0.14373,0.12833,0.12694,0.14127,0.13975,0.12706,0.12677,0.11933,0.11426,0.09992,0.13081,0.11635,0.14763,0.11336,0.12097,0.13687,0.14202,0.13752,0.18993,0.16915,0.11793,0.11953,0.13349,0.14445,0.12119,0.14634,0.11479,0.11384,0.15076,0.12336,0.12823,0.16004,0.11948,0.13553,0.12143,0.14332,0.12277,0.17275,0.11301,0.36896,0.13755,0.11768,0.1506,0.1153,0.11394,0.15096,0.10924,0.12694,0.15495,0.17068,0.11546,0.22665,0.23078,0.13283,0.12699,0.11812,0.11476,0.13428,0.12993,0.13095,0.1541,0.11568,0.11431,0.14666,0.11488,0.12082,0.12424,0.13208,0.11654,0.11902,0.30858,0.32962,0.14143,0.15825,0.13514,0.16661,0.12571,0.1386,0.13473,0.13295,0.1327,0.14151,0.11095,0.16342,0.13793,0.79405,0.12839,0.13802,0.12309,0.15455,0.15918,0.77946,0.13996,0.14604,0.1321,1.0,0.10733,0.1338,0.13989,0.13044,0.15056,0.13616,0.12366,0.13336,0.18219,0.15316,0.14411,0.11378,0.14251,0.11641,0.12582,0.11679,0.51506,0.16061,0.11294,0.80683,0.15584,0.11518
Q7X7L3,0.12985,0.12652,0.13246,0.14395,0.12492,0.11669,0.12078,0.12622,0.13071,0.13118,0.15081,0.1295,0.12022,0.12244,0.15756,0.11482,0.13154,0.14952,0.11965,0.12633,0.11867,0.23406,0.12503,0.19021,0.15451,0.12475,0.11684,0.11476,0.93805,0.15202,0.12248,0.12143,0.11316,0.93294,0.12177,0.12339,0.11208,0.14984,0.80065,0.13097,0.12094,0.13393,0.13249,0.12377,0.11935,0.13274,0.94571,0.12786,0.13883,0.13,0.11224,0.15116,0.13427,0.11806,0.1227,0.11171,0.11392,0.12035,0.12991,0.12334,0.11258,0.11491,0.12031,0.12038,0.12292,0.11694,0.11623,0.1156,0.12789,0.78709,0.10908,0.19886,0.11804,0.14023,0.14619,0.14013,0.12048,0.09901,0.14042,0.11033,0.13911,0.1215,0.14386,0.13265,0.13336,0.12368,0.13125,0.11975,0.12273,0.13046,0.14412,0.13329,0.11078,0.11976,0.12791,0.77785,0.11451,0.15354,0.14541,0.13215,0.11076,0.13536,0.13181,0.12284,0.80694,0.11515,0.11941,0.80904,0.11898,0.15199,0.17682,0.12966,0.12919,0.14685,0.1307,0.10778,0.14129,0.13095,0.13039,0.1224,0.14576,0.14619,0.11948,0.1248,0.13709,0.1446,0.24707,0.14694,0.12206,0.19485,0.23454,0.12717,0.11314,0.11957,0.13699,0.1129,0.12741,0.13531,0.15003,0.1273,0.13328,0.14197,0.12285,0.79337,0.13568,0.12842,0.10912,0.1363,0.13908,0.12651,0.13923,0.15106,0.11982,0.11953,0.12233,0.12341,0.10733,1.0,0.12646,0.12437,0.12425,0.14811,0.13725,0.14115,0.12349,0.15714,0.12255,0.13118,0.26216,0.12002,0.14857,0.12074,0.12221,0.12245,0.1328,0.12041,0.1174,0.12963,0.90926
